STATUS,DATA,IDADE,GALPAO,LOTE,PROPRIETARIO,PRODUTIVIDADE REAL,PRODUTIVIDADE PADRAO,CONSUMO REAL,CONSUMO PADRAO,VIABILIDADE REAL,VIABILIDADE PADRAO,PESO REAL,PESO PADRAO
ATIVO,17/11/2024,26,04,CA052024,Carlos,111.43%,96.10%,0.148,0.105,95.71%,99.20%,0.000,0.000
ATIVO,17/11/2024,44,05,CA012024,Carlos,99.35%,95.30%,0.163,0.110,82.02%,97.70%,0.000,0.000
ATIVO,17/11/2024,71,01,AL072023,Alex,95.62%,86.60%,0.140,0.115,83.87%,94.80%,0.000,0.000
ATIVO,17/11/2024,85,02,BR042023,Bruno,92.34%,82.10%,0.170,0.110,86.37%,94.30%,0.000,0.000
ATIVO,16/11/2024,26,04,CA052024,Carlos,42.94%,96.10%,0.000,0.000,95.88%,99.20%,0.000,0.000
ATIVO,16/11/2024,44,05,CA012024,Carlos,78.14%,95.30%,0.000,0.000,82.06%,97.70%,0.000,0.000
ATIVO,16/11/2024,71,01,AL072023,Alex,88.49%,86.60%,0.000,0.000,83.92%,94.80%,0.000,0.000
ATIVO,16/11/2024,85,02,BR042023,Bruno,84.00%,82.10%,0.000,0.000,86.40%,94.30%,0.000,0.000
ATIVO,15/11/2024,26,04,CA052024,Carlos,88.40%,96.10%,0.115,0.105,95.88%,99.20%,0.000,0.000
ATIVO,15/11/2024,44,05,CA012024,Carlos,92.04%,95.30%,0.105,0.110,82.06%,97.70%,0.000,0.000
ATIVO,15/11/2024,71,01,AL072023,Alex,92.32%,86.60%,0.129,0.115,83.92%,94.80%,0.000,0.000
ATIVO,15/11/2024,85,02,BR042023,Bruno,89.84%,82.10%,0.125,0.110,86.40%,94.30%,0.000,0.000
ATIVO,14/11/2024,26,04,CA052024,Carlos,87.20%,96.10%,0.114,0.105,95.92%,99.20%,0.000,0.000
ATIVO,14/11/2024,43,05,CA012024,Carlos,91.16%,95.40%,0.096,0.110,82.06%,97.80%,0.000,0.000
ATIVO,14/11/2024,71,01,AL072023,Alex,92.35%,86.60%,0.117,0.115,83.97%,94.80%,0.000,0.000
ATIVO,14/11/2024,84,02,BR042023,Bruno,89.96%,82.50%,0.113,0.110,86.42%,94.40%,0.000,0.000
ATIVO,13/11/2024,26,04,CA052024,Carlos,87.17%,96.10%,0.106,0.105,95.96%,99.20%,0.000,0.000
ATIVO,13/11/2024,43,05,CA012024,Carlos,92.09%,95.40%,0.124,0.110,82.06%,97.80%,1.654,1.656
ATIVO,13/11/2024,71,01,AL072023,Alex,93.35%,86.60%,0.117,0.115,83.97%,94.80%,0.000,0.000
ATIVO,13/11/2024,84,02,BR042023,Bruno,90.36%,82.50%,0.125,0.110,86.45%,94.40%,0.000,0.000
ATIVO,12/11/2024,26,04,CA052024,Carlos,87.13%,96.10%,0.098,0.105,95.98%,99.20%,1.572,1.580
ATIVO,12/11/2024,43,05,CA012024,Carlos,90.04%,95.40%,0.124,0.110,82.06%,97.80%,0.000,0.000
ATIVO,12/11/2024,71,01,AL072023,Alex,91.54%,86.60%,0.128,0.115,84.02%,94.80%,0.000,0.000
ATIVO,12/11/2024,84,02,BR042023,Bruno,89.57%,82.50%,0.147,0.110,86.50%,94.40%,0.000,0.000
ATIVO,11/11/2024,25,04,CA052024,Carlos,88.73%,95.60%,0.139,0.104,96.06%,99.30%,0.000,0.000
ATIVO,11/11/2024,43,05,CA012024,Carlos,94.10%,95.40%,0.143,0.110,82.10%,97.80%,0.000,0.000
ATIVO,11/11/2024,71,01,AL072023,Alex,98.66%,86.60%,0.152,0.115,84.02%,94.80%,0.000,0.000
ATIVO,11/11/2024,84,02,BR042023,Bruno,91.87%,82.50%,0.147,0.110,86.50%,94.40%,0.000,0.000
ATIVO,10/11/2024,25,04,CA052024,Carlos,88.73%,95.60%,0.131,0.104,96.06%,99.30%,0.000,0.000
ATIVO,10/11/2024,43,05,CA012024,Carlos,94.08%,95.40%,0.143,0.110,82.10%,97.80%,0.000,0.000
ATIVO,10/11/2024,70,01,AL072023,Alex,98.63%,86.90%,0.152,0.115,84.02%,94.90%,0.000,0.000
ATIVO,10/11/2024,84,02,BR042023,Bruno,91.87%,82.50%,0.147,0.110,86.50%,94.40%,0.000,0.000
ATIVO,09/11/2024,25,04,CA052024,Carlos,80.70%,95.60%,0.000,0.000,96.22%,99.30%,0.000,0.000
ATIVO,09/11/2024,43,05,CA012024,Carlos,85.90%,95.40%,0.000,0.000,82.18%,97.80%,0.000,0.000
ATIVO,09/11/2024,70,01,AL072023,Alex,81.36%,86.90%,0.000,0.000,84.04%,94.90%,0.000,0.000
ATIVO,09/11/2024,84,02,BR042023,Bruno,83.31%,82.50%,0.000,0.000,86.50%,94.40%,0.000,0.000
ATIVO,08/11/2024,25,04,CA052024,Carlos,85.14%,95.60%,0.106,0.104,96.22%,99.30%,0.000,0.000
ATIVO,08/11/2024,43,05,CA012024,Carlos,91.10%,95.40%,0.115,0.110,82.18%,97.80%,0.000,0.000
ATIVO,08/11/2024,70,01,AL072023,Alex,93.26%,86.90%,0.117,0.115,84.04%,94.90%,0.000,0.000
ATIVO,08/11/2024,84,02,BR042023,Bruno,90.22%,82.50%,0.113,0.110,86.50%,94.40%,0.000,0.000
ATIVO,07/11/2024,25,04,CA052024,Carlos,84.49%,95.60%,0.098,0.104,96.24%,99.30%,0.000,0.000
ATIVO,07/11/2024,42,05,CA012024,Carlos,91.10%,95.60%,0.114,0.110,82.22%,97.90%,0.000,0.000
ATIVO,07/11/2024,70,01,AL072023,Alex,93.15%,86.90%,0.117,0.115,84.07%,94.90%,0.000,0.000
ATIVO,07/11/2024,83,02,BR042023,Bruno,90.31%,82.90%,0.113,0.110,86.50%,94.50%,0.000,0.000
ATIVO,06/11/2024,25,04,CA052024,Carlos,81.98%,95.60%,0.098,0.104,96.29%,99.30%,0.000,0.000
ATIVO,06/11/2024,42,05,CA012024,Carlos,91.23%,95.60%,0.114,0.110,82.24%,97.90%,1.671,1.654
ATIVO,06/11/2024,70,01,AL072023,Alex,93.27%,86.90%,0.117,0.115,84.07%,94.90%,0.000,0.000
ATIVO,06/11/2024,83,02,BR042023,Bruno,90.54%,82.90%,0.102,0.110,86.52%,94.50%,0.000,0.000
ATIVO,05/11/2024,25,04,CA052024,Carlos,83.22%,95.60%,0.098,0.104,96.29%,99.30%,1.587,1.565
ATIVO,05/11/2024,42,05,CA012024,Carlos,88.87%,95.60%,0.114,0.110,82.25%,97.90%,0.000,0.000
ATIVO,05/11/2024,70,01,AL072023,Alex,92.62%,86.90%,0.128,0.115,84.07%,94.90%,0.000,0.000
ATIVO,05/11/2024,83,02,BR042023,Bruno,89.60%,82.90%,0.113,0.110,86.52%,94.50%,0.000,0.000
ATIVO,04/11/2024,24,04,CA052024,Carlos,98.51%,94.50%,0.138,0.102,96.37%,99.40%,0.000,0.000
ATIVO,04/11/2024,42,05,CA012024,Carlos,94.95%,95.60%,0.172,0.110,82.29%,97.90%,0.000,0.000
ATIVO,04/11/2024,70,01,AL072023,Alex,94.72%,86.90%,0.163,0.115,84.07%,94.90%,0.000,0.000
ATIVO,04/11/2024,83,02,BR042023,Bruno,92.95%,82.90%,0.147,0.110,86.54%,94.50%,0.000,0.000
ATIVO,03/11/2024,24,04,CA052024,Carlos,98.49%,94.50%,0.130,0.102,96.37%,99.40%,0.000,0.000
ATIVO,03/11/2024,42,05,CA012024,Carlos,94.92%,95.60%,0.162,0.110,82.29%,97.90%,0.000,0.000
ATIVO,03/11/2024,69,01,AL072023,Alex,94.69%,87.20%,0.152,0.115,84.07%,95.00%,0.000,0.000
ATIVO,03/11/2024,83,02,BR042023,Bruno,92.95%,82.90%,0.147,0.110,86.54%,94.50%,0.000,0.000
ATIVO,02/11/2024,24,04,CA052024,Carlos,43.92%,94.50%,0.000,0.000,96.43%,99.40%,0.000,0.000
ATIVO,02/11/2024,42,05,CA012024,Carlos,80.66%,95.60%,0.000,0.000,82.41%,97.90%,0.000,0.000
ATIVO,02/11/2024,69,01,AL072023,Alex,88.24%,87.20%,0.000,0.000,84.17%,95.00%,0.000,0.000
ATIVO,02/11/2024,83,02,BR042023,Bruno,85.71%,82.90%,0.000,0.000,86.64%,94.50%,0.000,0.000
ATIVO,01/11/2024,24,04,CA052024,Carlos,77.65%,94.50%,0.089,0.102,96.43%,99.40%,0.000,0.000
ATIVO,01/11/2024,42,05,CA012024,Carlos,88.79%,95.60%,0.114,0.110,82.41%,97.90%,0.000,0.000
ATIVO,01/11/2024,69,01,AL072023,Alex,94.06%,87.20%,0.116,0.115,84.17%,95.00%,0.000,0.000
ATIVO,01/11/2024,83,02,BR042023,Bruno,89.99%,82.90%,0.113,0.110,86.64%,94.50%,0.000,0.000
ATIVO,31/10/2024,24,04,CA052024,Carlos,75.24%,94.50%,0.098,0.102,96.45%,99.40%,0.000,0.000
ATIVO,31/10/2024,41,05,CA012024,Carlos,88.77%,95.80%,0.114,0.110,82.41%,98.00%,0.000,0.000
ATIVO,31/10/2024,69,01,AL072023,Alex,93.27%,87.20%,0.116,0.115,84.17%,95.00%,0.000,0.000
ATIVO,31/10/2024,82,02,BR042023,Bruno,89.42%,83.30%,0.113,0.110,86.67%,94.50%,0.000,0.000
ATIVO,30/10/2024,24,04,CA052024,Carlos,75.10%,94.50%,0.106,0.102,96.53%,99.40%,0.000,0.000
ATIVO,30/10/2024,41,05,CA012024,Carlos,90.20%,95.80%,0.114,0.110,82.43%,98.00%,1.643,1.652
ATIVO,30/10/2024,69,01,AL072023,Alex,93.16%,87.20%,0.128,0.115,84.19%,95.00%,0.000,0.000
ATIVO,30/10/2024,82,02,BR042023,Bruno,91.01%,83.30%,0.124,0.110,86.67%,94.50%,0.000,0.000
ATIVO,29/10/2024,24,04,CA052024,Carlos,74.04%,94.50%,0.057,0.102,96.59%,99.40%,1.528,1.550
ATIVO,29/10/2024,41,05,CA012024,Carlos,86.64%,95.80%,0.095,0.110,82.47%,98.00%,0.000,0.000
ATIVO,29/10/2024,69,01,AL072023,Alex,94.09%,87.20%,0.081,0.115,84.22%,95.00%,0.000,0.000
ATIVO,29/10/2024,82,02,BR042023,Bruno,91.04%,83.30%,0.124,0.110,86.72%,94.50%,0.000,0.000
ATIVO,28/10/2024,23,04,CA052024,Carlos,89.89%,91.10%,0.106,0.100,96.63%,99.50%,0.000,0.000
ATIVO,28/10/2024,41,05,CA012024,Carlos,93.51%,95.80%,0.124,0.110,82.47%,98.00%,0.000,0.000
ATIVO,28/10/2024,69,01,AL072023,Alex,97.44%,87.20%,0.140,0.115,84.22%,95.00%,0.000,0.000
ATIVO,28/10/2024,82,02,BR042023,Bruno,109.95%,83.30%,0.158,0.110,86.74%,94.50%,0.000,0.000
ATIVO,27/10/2024,23,04,CA052024,Carlos,89.87%,91.10%,0.106,0.100,96.63%,99.50%,0.000,0.000
ATIVO,27/10/2024,41,05,CA012024,Carlos,93.49%,95.80%,0.114,0.110,82.47%,98.00%,0.000,0.000
ATIVO,27/10/2024,68,01,AL072023,Alex,97.41%,87.50%,0.140,0.115,84.22%,95.10%,0.000,0.000
ATIVO,27/10/2024,82,02,BR042023,Bruno,109.89%,83.30%,0.158,0.110,86.74%,94.50%,0.000,0.000
ATIVO,26/10/2024,23,04,CA052024,Carlos,36.44%,91.10%,0.000,0.000,96.84%,99.50%,0.000,0.000
ATIVO,26/10/2024,41,05,CA012024,Carlos,78.64%,95.80%,0.000,0.000,82.53%,98.00%,0.000,0.000
ATIVO,26/10/2024,68,01,AL072023,Alex,84.16%,87.50%,0.000,0.000,84.31%,95.10%,0.000,0.000
ATIVO,26/10/2024,82,02,BR042023,Bruno,50.85%,83.30%,0.000,0.000,86.76%,94.50%,0.000,0.000
ATIVO,25/10/2024,23,04,CA052024,Carlos,66.37%,91.10%,0.130,0.100,96.84%,99.50%,0.000,0.000
ATIVO,25/10/2024,41,05,CA012024,Carlos,89.31%,95.80%,0.171,0.110,82.53%,98.00%,0.000,0.000
ATIVO,25/10/2024,68,01,AL072023,Alex,93.02%,87.50%,0.209,0.115,84.31%,95.10%,0.000,0.000
ATIVO,25/10/2024,82,02,BR042023,Bruno,89.94%,83.30%,0.124,0.110,86.76%,94.50%,0.000,0.000
ATIVO,24/10/2024,23,04,CA052024,Carlos,65.11%,91.10%,0.073,0.100,96.88%,99.50%,0.000,0.000
ATIVO,24/10/2024,40,05,CA012024,Carlos,89.43%,96.00%,0.114,0.110,82.53%,98.10%,0.000,0.000
ATIVO,24/10/2024,68,01,AL072023,Alex,93.81%,87.50%,0.116,0.115,84.31%,95.10%,0.000,0.000
ATIVO,24/10/2024,81,02,BR042023,Bruno,89.27%,83.60%,0.113,0.110,86.76%,94.60%,0.000,0.000
ATIVO,23/10/2024,23,04,CA052024,Carlos,61.97%,91.10%,0.097,0.100,96.92%,99.50%,0.000,0.000
ATIVO,23/10/2024,40,05,CA012024,Carlos,90.19%,96.00%,0.105,0.110,82.55%,98.10%,1.674,1.650
ATIVO,23/10/2024,68,01,AL072023,Alex,92.36%,87.50%,0.116,0.115,84.34%,95.10%,0.000,0.000
ATIVO,23/10/2024,81,02,BR042023,Bruno,89.46%,83.60%,0.113,0.110,86.76%,94.60%,0.000,0.000
ATIVO,22/10/2024,23,04,CA052024,Carlos,58.36%,91.10%,0.105,0.100,97.00%,99.50%,1.449,1.530
ATIVO,22/10/2024,40,05,CA012024,Carlos,90.79%,96.00%,0.114,0.110,82.61%,98.10%,0.000,0.000
ATIVO,22/10/2024,68,01,AL072023,Alex,93.96%,87.50%,0.116,0.115,84.34%,95.10%,0.000,0.000
ATIVO,22/10/2024,81,02,BR042023,Bruno,90.14%,83.60%,0.124,0.110,86.76%,94.60%,0.000,0.000
ATIVO,21/10/2024,22,04,CA052024,Carlos,61.68%,82.40%,0.097,0.097,97.08%,99.60%,0.000,0.000
ATIVO,21/10/2024,40,05,CA012024,Carlos,93.62%,96.00%,0.114,0.110,82.65%,98.10%,0.000,0.000
ATIVO,21/10/2024,68,01,AL072023,Alex,108.74%,87.50%,0.139,0.115,84.36%,95.10%,0.000,0.000
ATIVO,21/10/2024,81,02,BR042023,Bruno,110.20%,83.60%,0.169,0.110,86.76%,94.60%,0.000,0.000
ATIVO,20/10/2024,22,04,CA052024,Carlos,61.68%,82.40%,0.089,0.097,97.08%,99.60%,0.000,0.000
ATIVO,20/10/2024,40,05,CA012024,Carlos,93.59%,96.00%,0.114,0.110,82.65%,98.10%,0.000,0.000
ATIVO,20/10/2024,67,01,AL072023,Alex,108.74%,87.80%,0.139,0.115,84.36%,95.20%,0.000,0.000
ATIVO,20/10/2024,81,02,BR042023,Bruno,110.14%,83.60%,0.158,0.110,86.76%,94.60%,0.000,0.000
ATIVO,19/10/2024,22,04,CA052024,Carlos,37.73%,82.40%,0.040,0.097,97.12%,99.60%,0.000,0.000
ATIVO,19/10/2024,40,05,CA012024,Carlos,83.25%,96.00%,0.057,0.110,82.67%,98.10%,0.000,0.000
ATIVO,19/10/2024,67,01,AL072023,Alex,60.90%,87.80%,0.046,0.115,84.51%,95.20%,0.000,0.000
ATIVO,19/10/2024,81,02,BR042023,Bruno,50.80%,83.60%,0.000,0.000,86.84%,94.60%,0.000,0.000
ATIVO,18/10/2024,22,04,CA052024,Carlos,46.80%,82.40%,0.081,0.097,97.12%,99.60%,0.000,0.000
ATIVO,18/10/2024,40,05,CA012024,Carlos,90.63%,96.00%,0.104,0.110,82.67%,98.10%,0.000,0.000
ATIVO,18/10/2024,67,01,AL072023,Alex,93.50%,87.80%,0.104,0.115,84.51%,95.20%,0.000,0.000
ATIVO,18/10/2024,81,02,BR042023,Bruno,89.67%,83.60%,0.113,0.110,86.84%,94.60%,0.000,0.000
ATIVO,17/10/2024,22,04,CA052024,Carlos,44.38%,82.40%,0.089,0.097,97.16%,99.60%,0.000,0.000
ATIVO,17/10/2024,39,05,CA012024,Carlos,89.33%,96.20%,0.104,0.110,82.69%,98.20%,0.000,0.000
ATIVO,17/10/2024,67,01,AL072023,Alex,93.74%,87.80%,0.116,0.115,84.51%,95.20%,0.000,0.000
ATIVO,17/10/2024,80,02,BR042023,Bruno,91.76%,84.00%,0.113,0.110,86.89%,94.70%,0.000,0.000
ATIVO,16/10/2024,22,04,CA052024,Carlos,40.72%,82.40%,0.089,0.097,97.22%,99.60%,0.000,0.000
ATIVO,16/10/2024,39,05,CA012024,Carlos,90.87%,96.20%,0.104,0.110,82.71%,98.20%,1.630,1.647
ATIVO,16/10/2024,67,01,AL072023,Alex,93.82%,87.80%,0.104,0.115,84.51%,95.20%,0.000,0.000
ATIVO,16/10/2024,80,02,BR042023,Bruno,93.12%,84.00%,0.113,0.220,86.91%,189.40%,0.000,0.000
ATIVO,15/10/2024,22,04,CA052024,Carlos,38.95%,82.40%,0.089,0.097,97.25%,99.60%,1.457,1.495
ATIVO,15/10/2024,39,05,CA012024,Carlos,89.91%,96.20%,0.104,0.110,82.75%,98.20%,0.000,0.000
ATIVO,15/10/2024,67,01,AL072023,Alex,93.74%,87.80%,0.116,0.115,84.51%,95.20%,0.000,0.000
ATIVO,15/10/2024,80,02,BR042023,Bruno,90.89%,84.00%,0.135,0.110,86.91%,189.40%,0.000,0.000
ATIVO,14/10/2024,21,04,CA052024,Carlos,33.17%,69.50%,0.089,0.093,97.35%,99.70%,0.000,0.000
ATIVO,14/10/2024,39,05,CA012024,Carlos,93.75%,96.20%,0.133,0.110,82.78%,98.20%,0.000,0.000
ATIVO,14/10/2024,67,01,AL072023,Alex,94.61%,87.80%,0.139,0.115,84.51%,95.20%,0.000,0.000
ATIVO,14/10/2024,80,02,BR042023,Bruno,112.04%,84.00%,0.135,0.110,86.94%,94.70%,0.000,0.000
ATIVO,13/10/2024,21,04,CA052024,Carlos,33.17%,69.50%,0.081,0.093,97.35%,99.70%,0.000,0.000
ATIVO,13/10/2024,39,05,CA012024,Carlos,93.75%,96.20%,0.133,0.110,82.78%,98.20%,0.000,0.000
ATIVO,13/10/2024,66,01,AL072023,Alex,94.61%,88.10%,0.139,0.115,84.51%,95.30%,0.000,0.000
ATIVO,13/10/2024,80,02,BR042023,Bruno,112.04%,84.00%,0.135,0.110,86.94%,94.70%,0.000,0.000
ATIVO,12/10/2024,21,04,CA052024,Carlos,24.40%,69.50%,0.048,0.093,97.47%,99.70%,0.000,0.000
ATIVO,12/10/2024,39,05,CA012024,Carlos,81.95%,96.20%,0.057,0.110,82.86%,98.20%,0.000,0.000
ATIVO,12/10/2024,66,01,AL072023,Alex,90.72%,88.10%,0.058,0.115,84.56%,95.30%,0.000,0.000
ATIVO,12/10/2024,80,02,BR042023,Bruno,50.76%,84.00%,0.000,0.000,86.96%,94.70%,0.000,0.000
ATIVO,11/10/2024,21,04,CA052024,Carlos,21.42%,69.50%,0.064,0.093,97.47%,99.70%,0.000,0.000
ATIVO,11/10/2024,39,05,CA012024,Carlos,88.41%,96.20%,0.104,0.110,82.86%,98.20%,0.000,0.000
ATIVO,11/10/2024,66,01,AL072023,Alex,93.36%,88.10%,0.104,0.115,84.56%,95.30%,0.000,0.000
ATIVO,11/10/2024,80,02,BR042023,Bruno,89.26%,84.00%,0.090,0.110,86.96%,94.70%,0.000,0.000
ATIVO,10/10/2024,21,04,CA052024,Carlos,19.45%,69.50%,0.072,0.093,97.49%,99.70%,0.000,0.000
ATIVO,10/10/2024,38,05,CA012024,Carlos,90.47%,96.30%,0.104,0.110,82.92%,98.20%,0.000,0.000
ATIVO,10/10/2024,66,01,AL072023,Alex,91.83%,88.10%,0.104,0.115,84.58%,95.30%,0.000,0.000
ATIVO,10/10/2024,79,02,BR042023,Bruno,91.97%,84.40%,0.169,0.110,86.96%,94.80%,0.000,0.000
ATIVO,09/10/2024,21,04,CA052024,Carlos,15.83%,69.50%,0.105,0.093,97.51%,99.70%,0.000,0.000
ATIVO,09/10/2024,38,05,CA012024,Carlos,89.65%,96.30%,0.104,0.110,82.96%,98.20%,1.652,1.644
ATIVO,09/10/2024,66,01,AL072023,Alex,95.39%,88.10%,0.116,0.115,84.58%,95.30%,0.000,0.000
ATIVO,09/10/2024,79,02,BR042023,Bruno,92.25%,84.40%,0.124,0.110,86.96%,94.80%,0.000,0.000
ATIVO,08/10/2024,21,04,CA052024,Carlos,12.75%,69.50%,0.048,0.093,97.51%,99.70%,1.402,1.445
ATIVO,08/10/2024,38,05,CA012024,Carlos,89.62%,96.30%,0.095,0.110,82.96%,98.20%,0.000,0.000
ATIVO,08/10/2024,66,01,AL072023,Alex,92.61%,88.10%,0.104,0.115,84.58%,95.30%,0.000,0.000
ATIVO,08/10/2024,79,02,BR042023,Bruno,90.56%,84.40%,0.135,0.110,86.96%,94.80%,0.000,0.000
ATIVO,07/10/2024,20,04,CA052024,Carlos,10.31%,45.00%,0.088,0.089,97.53%,99.70%,0.000,0.000
ATIVO,07/10/2024,38,05,CA012024,Carlos,111.64%,96.30%,0.151,0.110,83.02%,98.20%,0.000,0.000
ATIVO,07/10/2024,66,01,AL072023,Alex,102.20%,88.10%,0.139,0.115,84.58%,95.30%,0.000,0.000
ATIVO,07/10/2024,79,02,BR042023,Bruno,96.42%,84.40%,0.158,0.110,87.01%,94.80%,0.000,0.000
ATIVO,06/10/2024,20,04,CA052024,Carlos,10.29%,45.00%,0.080,0.089,97.53%,99.70%,0.000,0.000
ATIVO,06/10/2024,38,05,CA012024,Carlos,111.62%,96.30%,0.142,0.110,83.02%,98.20%,0.000,0.000
ATIVO,06/10/2024,65,01,AL072023,Alex,102.20%,88.40%,0.139,0.115,84.58%,95.40%,0.000,0.000
ATIVO,06/10/2024,79,02,BR042023,Bruno,96.39%,84.40%,0.158,0.110,87.01%,94.80%,0.000,0.000
ATIVO,05/10/2024,20,04,CA052024,Carlos,5.42%,45.00%,0.032,0.089,97.61%,99.70%,0.000,0.000
ATIVO,05/10/2024,38,05,CA012024,Carlos,42.46%,96.30%,0.057,0.110,83.12%,98.20%,0.000,0.000
ATIVO,05/10/2024,65,01,AL072023,Alex,73.87%,88.40%,0.058,0.115,84.61%,95.40%,0.000,0.000
ATIVO,05/10/2024,79,02,BR042023,Bruno,77.68%,84.40%,0.000,0.000,87.08%,94.80%,0.000,0.000
ATIVO,04/10/2024,20,04,CA052024,Carlos,6.15%,45.00%,0.104,0.089,97.61%,99.70%,0.000,0.000
ATIVO,04/10/2024,38,05,CA012024,Carlos,93.58%,96.30%,0.160,0.110,83.12%,98.20%,0.000,0.000
ATIVO,04/10/2024,65,01,AL072023,Alex,100.58%,88.40%,0.174,0.115,84.61%,95.40%,0.000,0.000
ATIVO,04/10/2024,79,02,BR042023,Bruno,95.16%,84.40%,0.113,0.110,87.08%,94.80%,0.000,0.000
ATIVO,03/10/2024,20,04,CA052024,Carlos,1.81%,45.00%,0.040,0.089,97.61%,99.70%,0.000,0.000
ATIVO,03/10/2024,37,05,CA012024,Carlos,83.77%,96.50%,0.057,0.110,83.14%,98.30%,0.000,0.000
ATIVO,03/10/2024,65,01,AL072023,Alex,86.48%,88.40%,0.058,0.115,84.63%,95.40%,0.000,0.000
ATIVO,03/10/2024,78,02,BR042023,Bruno,86.97%,84.80%,0.124,0.110,87.11%,94.90%,0.000,0.000
ATIVO,02/10/2024,20,04,CA052024,Carlos,2.41%,45.00%,0.072,0.089,97.61%,99.70%,0.000,0.000
ATIVO,02/10/2024,37,05,CA012024,Carlos,87.41%,96.50%,0.113,0.110,83.14%,98.30%,1.650,1.641
ATIVO,02/10/2024,65,01,AL072023,Alex,92.50%,88.40%,0.116,0.115,84.66%,95.40%,0.000,0.000
ATIVO,02/10/2024,78,02,BR042023,Bruno,91.25%,84.80%,0.124,0.110,87.11%,94.90%,0.000,0.000
ATIVO,01/10/2024,20,04,CA052024,Carlos,1.67%,45.00%,0.080,0.089,97.61%,99.70%,1.351,1.370
ATIVO,01/10/2024,37,05,CA012024,Carlos,88.13%,96.50%,0.104,0.110,83.24%,98.30%,0.000,0.000
ATIVO,01/10/2024,65,01,AL072023,Alex,94.35%,88.40%,0.116,0.115,84.66%,95.40%,0.000,0.000
ATIVO,01/10/2024,78,02,BR042023,Bruno,89.70%,84.80%,0.113,0.110,87.11%,94.90%,0.000,0.000
ATIVO,30/09/2024,19,04,CA052024,Carlos,1.15%,12.00%,0.088,0.084,97.61%,99.80%,0.000,0.000
ATIVO,30/09/2024,37,05,CA012024,Carlos,111.80%,96.50%,0.141,0.110,83.24%,98.30%,0.000,0.000
ATIVO,30/09/2024,65,01,AL072023,Alex,112.33%,88.40%,0.151,0.115,84.68%,95.40%,0.000,0.000
ATIVO,30/09/2024,78,02,BR042023,Bruno,108.41%,84.80%,0.169,0.110,87.11%,94.90%,0.000,0.000
ATIVO,29/09/2024,19,04,CA052024,Carlos,1.15%,12.00%,0.080,0.084,97.61%,99.80%,0.000,0.000
ATIVO,29/09/2024,37,05,CA012024,Carlos,111.80%,96.50%,0.132,0.110,83.24%,98.30%,0.000,0.000
ATIVO,29/09/2024,64,01,AL072023,Alex,112.30%,88.70%,0.139,0.115,84.68%,95.50%,0.000,0.000
ATIVO,29/09/2024,78,02,BR042023,Bruno,108.38%,84.80%,0.158,0.110,87.11%,94.90%,0.000,0.000
ATIVO,28/09/2024,19,04,CA052024,Carlos,0.32%,12.00%,0.040,0.084,97.63%,99.80%,0.000,0.000
ATIVO,28/09/2024,37,05,CA012024,Carlos,42.33%,96.50%,0.056,0.110,83.37%,98.30%,0.000,0.000
ATIVO,28/09/2024,64,01,AL072023,Alex,52.01%,88.70%,0.046,0.115,84.83%,95.50%,0.000,0.000
ATIVO,28/09/2024,78,02,BR042023,Bruno,55.68%,84.80%,0.000,0.000,87.16%,94.90%,0.000,0.000
ATIVO,27/09/2024,19,04,CA052024,Carlos,0.44%,12.00%,0.072,0.084,97.63%,99.80%,0.000,0.000
ATIVO,27/09/2024,37,05,CA012024,Carlos,87.84%,96.50%,0.113,0.110,83.37%,98.30%,0.000,0.000
ATIVO,27/09/2024,64,01,AL072023,Alex,93.15%,88.70%,0.104,0.115,84.83%,95.50%,0.000,0.000
ATIVO,27/09/2024,78,02,BR042023,Bruno,92.04%,84.80%,0.101,0.110,87.16%,94.90%,0.000,0.000
ATIVO,26/09/2024,19,04,CA052024,Carlos,0.32%,12.00%,0.056,0.084,97.63%,99.80%,0.000,0.000
ATIVO,26/09/2024,36,05,CA012024,Carlos,87.82%,96.60%,0.094,0.110,83.37%,98.40%,0.000,0.000
ATIVO,26/09/2024,64,01,AL072023,Alex,93.10%,88.70%,0.116,0.115,84.85%,95.50%,0.000,0.000
ATIVO,26/09/2024,77,02,BR042023,Bruno,92.66%,85.20%,0.135,0.110,87.16%,95.00%,0.000,0.000
ATIVO,25/09/2024,19,04,CA052024,Carlos,0.18%,12.00%,0.048,0.084,97.63%,99.80%,0.000,0.000
ATIVO,25/09/2024,36,05,CA012024,Carlos,88.48%,96.60%,0.103,0.110,83.39%,98.40%,1.591,1.638
ATIVO,25/09/2024,64,01,AL072023,Alex,92.55%,88.70%,0.116,0.115,84.85%,95.50%,0.000,0.000
ATIVO,25/09/2024,77,02,BR042023,Bruno,91.54%,85.20%,0.135,0.110,86.91%,95.00%,0.000,0.000
ATIVO,24/09/2024,19,04,CA052024,Carlos,0.16%,12.00%,0.072,0.084,97.65%,99.80%,1.313,1.310
ATIVO,24/09/2024,36,05,CA012024,Carlos,87.52%,96.60%,0.103,0.110,83.59%,98.40%,0.000,0.000
ATIVO,24/09/2024,64,01,AL072023,Alex,93.16%,88.70%,0.116,0.115,84.88%,95.50%,0.000,0.000
ATIVO,24/09/2024,77,02,BR042023,Bruno,89.99%,85.20%,0.124,0.110,86.94%,95.00%,0.000,0.000
ATIVO,23/09/2024,18,04,CA052024,Carlos,0.14%,5.00%,0.080,0.078,97.67%,99.90%,0.000,0.000
